Ano,Trimestre,Mês,Dia,Sexo,Nome,Código Cliente,Nº de Filhos,E-mail
1971,Trim 2,maio,7,Feminino,Michelle Pereira,600,2,michelle61@live.com.br
1971,Trim 2,maio,9,Masculino,Breno Britto,87,0,breno45@yahoo.com.br
1971,Trim 2,maio,12,Feminino,Joyce Medina,217,1,joyce61@hotmail.com.br
1971,Trim 2,maio,30,Feminino,Juliana Huon,119,0,juliana49@uol.com
1971,Trim 2,junho,2,Feminino,Cecília Barros,716,0,cecília51@uol.com
1971,Trim 2,junho,23,Masculino,Ulisses Arruda,132,0,ulisses51@hotmail.com
1971,Trim 2,junho,25,Masculino,Henrique Oliveira,54,3,henrique5@hotmail.com.br
1971,Trim 3,agosto,8,Masculino,Nathan Morelli,462,0,nathan38@yahoo.com
1971,Trim 3,setembro,19,Feminino,Catarina Teixeira,338,0,catarina40@icloud.com.br
1971,Trim 3,setembro,23,Feminino,Mariane Ferreira,577,3,mariane16@icloud.com
1971,Trim 4,outubro,19,Feminino,Anna Maia,163,1,anna14@outlook.com.br
1971,Trim 4,novembro,10,Feminino,Luiza Farias,380,4,luiza38@icloud.com.br
1971,Trim 4,novembro,13,Masculino,Pedro Ferrari,397,4,pedro3@hotmail.com
1971,Trim 4,novembro,21,Feminino,Ana Bôas,121,4,ana20@yahoo.com.br
1972,Trim 1,janeiro,21,Feminino,Gabriela Cavalcanti,284,0,gabriela29@live.com
1972,Trim 1,janeiro,26,Masculino,Wilson Vianna,34,3,wilson38@live.com.br
1972,Trim 1,fevereiro,17,Masculino,Diego Rodrigues,408,0,diego54@icloud.com
1972,Trim 2,abril,13,Feminino,Wendela Mariz,127,0,wendela14@msn.com.br
1972,Trim 2,junho,18,Masculino,Guilherme Lima,568,5,guilherme26@uol.com
1972,Trim 2,junho,24,Feminino,Maria Costa,742,0,maria59@uol.com.br
1972,Trim 3,julho,31,Feminino,Bianca Procaci,38,1,bianca44@hotmail.com.br
1972,Trim 3,agosto,14,Feminino,Giovana Vilela,369,2,giovana60@terra.com.br
1972,Trim 3,setembro,12,Feminino,Ana Almeida,216,4,ana46@icloud.com.br
1972,Trim 3,setembro,21,Masculino,Bruno Salomão,549,2,bruno15@icloud.com
1972,Trim 3,setembro,22,Feminino,Juliana Goes,817,0,juliana63@msn.com.br
1972,Trim 4,outubro,12,Feminino,Elaine Santos,478,3,elaine22@live.com.br
1972,Trim 4,dezembro,2,Masculino,Antônio Oliveira,265,1,antônio42@terra.com
1973,Trim 1,janeiro,22,Feminino,Sandy Ribeiro,723,0,sandy28@gmail.com
1973,Trim 1,março,6,Feminino,Paula Cavalcanti,438,0,paula25@hotmail.com
1973,Trim 1,março,12,Feminino,Juliana Barreira,629,0,juliana15@gmail.com.br
1973,Trim 1,março,13,Masculino,Thomáz Vannier,604,0,thomáz34@icloud.com
1973,Trim 1,março,19,Masculino,Alexandre Dantas,671,3,alexandre44@terra.com
1973,Trim 2,abril,12,Masculino,Júlio Fraga,68,2,júlio11@uol.com
1973,Trim 2,maio,26,Masculino,Guilherme Lima,144,0,guilherme17@hotmail.com.br
1973,Trim 2,junho,7,Feminino,Paula Carneiro,583,2,paula61@hotmail.com
1973,Trim 2,junho,7,Masculino,Giuseppe Bhering,31,0,giuseppe44@yahoo.com.br
1973,Trim 2,junho,8,Masculino,Thomáz Rodriguez,445,4,thomáz63@hotmail.com
1973,Trim 3,julho,24,Masculino,Antonio Bernhardt,137,0,antonio19@outlook.com
1973,Trim 3,agosto,15,Masculino,Caio Silva,356,0,caio6@terra.com.br
1973,Trim 3,setembro,4,Feminino,Sandy Moreira,410,1,sandy24@gmail.com.br
1973,Trim 3,setembro,13,Feminino,Wen Santos,685,0,wen19@outlook.com.br
1973,Trim 3,setembro,21,Masculino,Jonatas Passos,329,3,jonatas36@yahoo.com
1973,Trim 4,novembro,9,Masculino,João Menezes,189,2,joão34@hotmail.com.br
1974,Trim 1,janeiro,21,Feminino,Lara Moreira,221,0,lara12@gmail.com.br
1974,Trim 1,fevereiro,24,Masculino,Guilherme Azevedo,704,0,guilherme51@live.com
1974,Trim 1,março,11,Masculino,Bruno Velucci,636,1,bruno54@msn.com.br
1974,Trim 1,março,12,Masculino,Guilherme Seixas,518,3,guilherme44@terra.com.br
1974,Trim 2,maio,27,Masculino,Lucas Rocha,374,3,lucas63@outlook.com.br
1974,Trim 3,setembro,9,Feminino,Natália Appel,104,2,natália5@hotmail.com.br
1974,Trim 3,setembro,29,Feminino,Thaís Ribeiro,134,2,thaís68@terra.com
1974,Trim 4,dezembro,18,Feminino,Luis Souza,526,0,luis15@yahoo.com.br
1974,Trim 4,dezembro,24,Masculino,Alex Fernandes,379,0,alex47@terra.com
1975,Trim 1,março,8,Masculino,Matheus Souza,773,1,matheus66@yahoo.com
1975,Trim 2,abril,11,Feminino,Fernanda Junior,37,0,fernanda51@live.com.br
1975,Trim 2,abril,12,Feminino,Luiza Cavalcanti,522,1,luiza3@terra.com
1975,Trim 2,abril,27,Masculino,Roberto Nogueira,94,0,roberto64@msn.com
1975,Trim 3,julho,28,Masculino,Daniel Terra,225,1,daniel65@terra.com
1975,Trim 3,agosto,5,Feminino,Vanessa Bach,663,0,vanessa41@gmail.com
1975,Trim 3,setembro,27,Masculino,Gustavo Accardo,183,0,gustavo51@gmail.com.br
1975,Trim 3,setembro,28,Feminino,Lívia Marques,796,4,lívia29@icloud.com
1975,Trim 4,outubro,14,Masculino,Lenon Fernandes,382,1,lenon35@yahoo.com.br
1975,Trim 4,outubro,20,Masculino,Pedro Santana,107,2,pedro53@msn.com
1975,Trim 4,dezembro,30,Masculino,Stefan Santos,92,1,stefan69@gmail.com.br
1976,Trim 1,janeiro,17,Feminino,Beatriz Perdomo,311,0,beatriz59@icloud.com.br
1976,Trim 1,fevereiro,24,Masculino,Luã Sá,279,3,luã48@terra.com
1976,Trim 1,março,3,Feminino,Marina Cormack,71,3,marina63@msn.com
1976,Trim 2,abril,3,Feminino,Isabella Montanholi,234,3,isabella33@yahoo.com
1976,Trim 2,maio,3,Masculino,Wilson Miranda,111,1,wilson57@msn.com
1976,Trim 2,junho,9,Masculino,João Castilho,272,3,joão19@live.com
1976,Trim 2,junho,10,Feminino,Bruna Silva,770,1,bruna40@gmail.com.br
1976,Trim 2,junho,19,Masculino,Silvio Fahrnholz,4,3,silvio21@hotmail.com.br
1976,Trim 2,junho,20,Feminino,Priscila Suzano,472,0,priscila30@gmail.com
1976,Trim 3,julho,3,Feminino,Adrielle Vieira,75,0,adrielle50@msn.com
1976,Trim 3,agosto,24,Feminino,Patrícia Fernandes,199,1,patrícia69@icloud.com.br
1976,Trim 3,setembro,23,Masculino,João Júnior,355,1,joão13@hotmail.com
1976,Trim 3,setembro,28,Feminino,Vivianne Rodrigues,660,0,vivianne38@icloud.com
1976,Trim 4,outubro,22,Masculino,Marcelo Pereira,260,0,marcelo22@hotmail.com
1976,Trim 4,outubro,25,Masculino,Breno Quinto,242,0,breno22@msn.com
1976,Trim 4,outubro,30,Feminino,Bruna Soares,606,4,bruna18@icloud.com.br
1976,Trim 4,novembro,18,Masculino,Thales Fanara,450,0,thales51@terra.com
1976,Trim 4,novembro,20,Masculino,Daniel Cardoso,696,0,daniel64@icloud.com.br
1976,Trim 4,novembro,30,Feminino,Gabrielle Figueiredo,555,0,gabrielle62@icloud.com
1976,Trim 4,dezembro,17,Feminino,Gabriela Capitulo,750,0,gabriela51@terra.com.br
1977,Trim 1,fevereiro,14,Masculino,Ramon Araujo,223,0,ramon65@hotmail.com.br
1977,Trim 1,março,12,Masculino,Lucas Machado,446,1,lucas13@hotmail.com.br
1977,Trim 1,março,30,Feminino,Ana Miura,515,0,ana40@icloud.com.br
1977,Trim 2,abril,12,Masculino,Matheus Tostes,185,0,matheus29@icloud.com.br
1977,Trim 2,abril,29,Masculino,Lucas Lima,336,2,lucas62@yahoo.com.br
1977,Trim 2,maio,31,Masculino,Lucas Baptista,314,0,lucas44@hotmail.com.br
1977,Trim 2,junho,9,Masculino,Bernard Pedrosa,513,0,bernard19@yahoo.com.br
1977,Trim 3,julho,11,Feminino,Lívia Tanaka,306,0,lívia62@uol.com
1977,Trim 3,julho,27,Masculino,Antônio Soares,383,0,antônio36@terra.com
1977,Trim 3,agosto,2,Feminino,Andressa Rotsztejn,711,2,andressa17@gmail.com.br
1977,Trim 3,agosto,21,Masculino,João Ribeiro,579,1,joão40@uol.com
1977,Trim 4,outubro,17,Masculino,Audir Franco,388,0,audir20@msn.com
1977,Trim 4,novembro,13,Masculino,Lucas Almeida,140,3,lucas50@live.com
1977,Trim 4,novembro,22,Masculino,Platini Heimlich,278,0,platini21@icloud.com.br
1977,Trim 4,dezembro,13,Masculino,João Peçanha,637,0,joão70@outlook.com
1977,Trim 4,dezembro,27,Masculino,Bruno Freitas,61,0,bruno14@msn.com.br
1978,Trim 1,janeiro,3,Masculino,Matheus Figueiredo,683,2,matheus49@msn.com
1978,Trim 1,janeiro,21,Feminino,Isabella Rodrigues,447,1,isabella23@hotmail.com
1978,Trim 1,fevereiro,7,Masculino,Lucas Araújo,342,0,lucas38@outlook.com
1978,Trim 1,fevereiro,27,Feminino,Letícia Araujo,193,1,letícia14@terra.com.br
1978,Trim 1,março,14,Masculino,Raphael Kurtz,41,0,raphael54@icloud.com
1978,Trim 2,abril,2,Feminino,Ana Gonzaga,697,0,ana69@terra.com.br
1978,Trim 2,maio,2,Masculino,Victor Corrêa,821,0,victor38@uol.com
1978,Trim 2,maio,4,Masculino,Vitor Boccaletti,748,2,vitor61@msn.com.br
1978,Trim 2,junho,6,Feminino,Lais Candido,235,4,lais47@hotmail.com
1978,Trim 3,julho,18,Feminino,Michelle Figueiredo,470,2,michelle33@live.com.br
1978,Trim 3,agosto,7,Masculino,Filipe Barros,149,2,filipe16@outlook.com.br
1978,Trim 3,agosto,25,Masculino,Thiago Miura,51,3,thiago56@msn.com
1978,Trim 3,agosto,31,Masculino,David Vasconcelos,740,0,david21@outlook.com.br
1978,Trim 3,setembro,1,Masculino,Sylvio Bernhardt,176,1,sylvio8@live.com.br
1978,Trim 3,setembro,19,Feminino,Maria Mendes,713,4,maria63@terra.com
1978,Trim 4,outubro,21,Masculino,Pedro Ribeiro,673,1,pedro62@outlook.com.br
1978,Trim 4,outubro,26,Masculino,Victor Gomes,572,0,victor24@live.com
1978,Trim 4,novembro,7,Feminino,Deysiane Medronho,321,1,deysiane41@terra.com
1978,Trim 4,novembro,22,Feminino,Mariana Freire,749,1,mariana70@msn.com
1979,Trim 1,janeiro,17,Masculino,Breno Farias,563,0,breno50@terra.com.br
1979,Trim 1,fevereiro,1,Masculino,Leonardo Ferreira,8,4,leonardo63@yahoo.com.br
1979,Trim 2,maio,17,Masculino,Gustavo Guimarães,808,0,gustavo46@msn.com.br
1979,Trim 2,maio,21,Feminino,Isabella Santos,227,1,isabella20@yahoo.com.br
1979,Trim 2,junho,26,Masculino,Pedro Costa,59,3,pedro42@yahoo.com.br
1979,Trim 3,julho,12,Masculino,Rodrigo Souza,529,0,rodrigo3@yahoo.com.br
1979,Trim 3,julho,29,Feminino,Melissa Nucci,453,3,melissa15@hotmail.com.br
1979,Trim 3,setembro,17,Masculino,Jeferson Sone,207,1,jeferson30@live.com.br
1979,Trim 4,outubro,2,Masculino,Gustavo Aragão,785,0,gustavo46@uol.com.br
1979,Trim 4,novembro,15,Masculino,Lucas Monte,584,1,lucas5@outlook.com
1980,Trim 1,fevereiro,22,Feminino,Gabriela Fernandes,211,1,gabriela66@live.com
1980,Trim 2,abril,3,Feminino,Raissa Sales,247,0,raissa25@yahoo.com
1980,Trim 2,abril,21,Masculino,Eduardo Ferreira,718,2,eduardo18@hotmail.com
1980,Trim 2,junho,5,Masculino,Adriano Silva,324,0,adriano65@yahoo.com.br
1980,Trim 2,junho,29,Feminino,Letícia Leal,617,1,letícia48@terra.com.br
1980,Trim 3,julho,15,Feminino,Carolina Rachide,298,2,carolina13@msn.com.br
1980,Trim 3,agosto,25,Masculino,Raul Junqueira,548,2,raul69@gmail.com.br
1980,Trim 3,agosto,26,Feminino,Helena Chafin,208,2,helena26@msn.com.br
1980,Trim 3,agosto,28,Masculino,Pedro Martins,533,0,pedro56@live.com.br
1980,Trim 3,agosto,31,Feminino,Aline Morais,63,0,aline9@gmail.com.br
1980,Trim 4,outubro,9,Feminino,Beatriz Silva,52,2,beatriz65@icloud.com
1980,Trim 4,outubro,16,Masculino,Yasser Calbucci,58,2,yasser55@hotmail.com
1980,Trim 4,outubro,18,Masculino,Alvaro Kranz,139,4,alvaro48@icloud.com.br
1980,Trim 4,outubro,20,Masculino,Vitor Campos,666,2,vitor8@live.com
1980,Trim 4,outubro,25,Feminino,Marianna Pestana,192,3,marianna50@outlook.com.br
1981,Trim 1,março,10,Masculino,Victor Ferreira,19,3,victor4@msn.com.br
1981,Trim 1,março,14,Feminino,Bruna Franco,281,3,bruna21@terra.com.br
1981,Trim 2,abril,4,Masculino,João Bach,496,3,joão29@live.com.br
1981,Trim 2,abril,22,Masculino,Marcelo Borges,456,0,marcelo53@terra.com.br
1981,Trim 2,abril,27,Feminino,Ingra Carneiro,779,0,ingra57@icloud.com.br
1981,Trim 2,maio,20,Feminino,Luana Santos,647,0,luana11@icloud.com.br
1981,Trim 2,maio,28,Feminino,Gabriella Lopes,222,1,gabriella45@yahoo.com
1981,Trim 2,maio,29,Masculino,Miguel Carneiro,114,0,miguel30@msn.com.br
1981,Trim 2,junho,23,Masculino,Arthur Souza,246,0,arthur42@uol.com
1981,Trim 2,junho,25,Feminino,Carolina Siqueira,488,1,carolina22@icloud.com.br
1981,Trim 3,julho,12,Masculino,Guilherme Santos,77,0,guilherme57@uol.com.br
1981,Trim 3,julho,16,Feminino,Débora Lopes,769,2,débora9@uol.com.br
1981,Trim 3,agosto,11,Masculino,Eduardo Vargas,411,1,eduardo56@uol.com
1981,Trim 3,setembro,13,Masculino,Luiz Limp,358,1,luiz43@icloud.com.br
1981,Trim 3,setembro,27,Feminino,Beatriz Rodrigues,337,1,beatriz7@hotmail.com.br
1981,Trim 4,novembro,7,Feminino,Victoria Tavares,530,0,victoria48@terra.com.br
1981,Trim 4,novembro,26,Feminino,Carolina Costa,532,1,carolina41@hotmail.com
1981,Trim 4,dezembro,9,Masculino,Pedro Sena,285,3,pedro58@live.com.br
1981,Trim 4,dezembro,17,Feminino,Roberta Nogueira,124,0,roberta51@gmail.com
1982,Trim 1,janeiro,27,Feminino,Mônica Rotolo,672,0,mônica45@icloud.com
1982,Trim 1,março,29,Feminino,Rachel Restum,86,2,rachel61@uol.com
1982,Trim 2,abril,4,Masculino,Isaac Santos,733,0,isaac24@uol.com.br
1982,Trim 2,abril,15,Feminino,Raíssa Nimer,360,3,raíssa37@terra.com.br
1982,Trim 2,abril,21,Masculino,João Tabet,330,1,joão28@icloud.com
1982,Trim 2,maio,6,Masculino,Matheus Delgado,774,0,matheus8@live.com.br
1982,Trim 2,maio,15,Masculino,Thiago Veloso,175,1,thiago7@outlook.com.br
1982,Trim 2,junho,19,Feminino,Milena Almeida,394,0,milena32@outlook.com
1982,Trim 2,junho,20,Masculino,Gabriel Assis,728,0,gabriel67@outlook.com
1982,Trim 3,julho,3,Feminino,Gabrielle Vasconcelos,103,1,gabrielle39@gmail.com
1982,Trim 3,julho,16,Masculino,Antonio Manhães,2,3,antonio19@hotmail.com.br
1982,Trim 3,agosto,4,Feminino,Ylana Teraoka,95,5,ylana65@outlook.com.br
1982,Trim 3,agosto,18,Feminino,Tainah Nogueira,780,0,tainah32@uol.com.br
1982,Trim 3,agosto,28,Feminino,Kimberly Sad,542,0,kimberly52@yahoo.com
1982,Trim 3,agosto,30,Feminino,Raíza Lopes,33,1,raíza55@yahoo.com
1982,Trim 4,outubro,29,Masculino,Pedro Bitencourt,596,1,pedro62@gmail.com.br
1983,Trim 1,fevereiro,20,Masculino,Tadeu Sousa,534,2,tadeu39@terra.com.br
1983,Trim 2,abril,28,Masculino,Brenno Miranda,789,0,brenno64@icloud.com.br
1983,Trim 2,abril,30,Masculino,João Junior,257,3,joão22@msn.com.br
1983,Trim 2,maio,23,Masculino,Bernardo Botelho,18,1,bernardo50@outlook.com
1983,Trim 2,junho,7,Masculino,Victor Firmino,120,3,victor20@msn.com
1983,Trim 2,junho,19,Masculino,Carlos Barbosa,569,3,carlos45@yahoo.com.br
1983,Trim 3,julho,8,Masculino,Wilson Farias,640,3,wilson49@outlook.com
1983,Trim 3,julho,20,Masculino,Gabriel Pereira,700,1,gabriel28@hotmail.com
1983,Trim 3,agosto,25,Feminino,Carolina Vasconcelos,762,0,carolina37@yahoo.com
1983,Trim 3,agosto,26,Feminino,Anna Silva,601,0,anna9@msn.com
1983,Trim 3,setembro,15,Masculino,Pedro Ronfini,202,2,pedro57@live.com
1983,Trim 4,outubro,21,Feminino,Bianca Allevato,492,0,bianca53@icloud.com.br
1983,Trim 4,novembro,30,Masculino,Bernardo Souza,768,0,bernardo46@msn.com.br
1983,Trim 4,dezembro,4,Feminino,Ravena Bhering,573,1,ravena14@outlook.com.br
1983,Trim 4,dezembro,5,Feminino,Marina Correa,719,0,marina59@hotmail.com.br
1984,Trim 1,janeiro,8,Feminino,Priscila Carvalho,480,0,priscila38@gmail.com.br
1984,Trim 1,janeiro,29,Masculino,João Monteiro,366,2,joão63@live.com.br
1984,Trim 1,fevereiro,27,Masculino,Gabriel Azevedo,648,0,gabriel65@uol.com
1984,Trim 1,fevereiro,28,Feminino,Ives Barbosa,720,0,ives39@hotmail.com.br
1984,Trim 1,março,4,Feminino,Dandara Reis,605,2,dandara36@icloud.com.br
1984,Trim 1,março,29,Feminino,Morgana Correa,150,0,morgana52@uol.com.br
1984,Trim 2,abril,18,Masculino,Gabriel Thome,203,0,gabriel66@hotmail.com.br
1984,Trim 2,maio,1,Masculino,João Abraçado,725,0,joão67@hotmail.com
1984,Trim 2,maio,21,Masculino,Arthur Pereira,588,0,arthur13@gmail.com.br
1984,Trim 2,maio,29,Masculino,Tadeu Nakayama,556,0,tadeu10@yahoo.com
1984,Trim 2,junho,4,Feminino,Mariane Racy,218,2,mariane17@uol.com.br
1984,Trim 2,junho,10,Masculino,Lucas Wanderley,316,0,lucas35@hotmail.com
1984,Trim 2,junho,23,Feminino,Beatriz Nogueira,776,0,beatriz39@yahoo.com
1984,Trim 2,junho,30,Masculino,Thales Gouvêa,731,1,thales48@msn.com.br
1984,Trim 3,julho,30,Feminino,Amanda Roberto,439,3,amanda53@icloud.com
1984,Trim 3,agosto,25,Masculino,Luiz Xavier,797,0,luiz59@uol.com
1984,Trim 3,setembro,8,Feminino,Caroline Aquino,557,2,caroline13@live.com.br
1984,Trim 3,setembro,12,Masculino,Pedro Rodrigues,403,0,pedro43@terra.com.br
1984,Trim 4,outubro,4,Masculino,Breno Varella,414,3,breno9@icloud.com.br
1984,Trim 4,novembro,20,Masculino,Daniel Valente,294,2,daniel34@hotmail.com.br
1984,Trim 4,novembro,21,Masculino,Igor Lima,631,1,igor44@msn.com
1984,Trim 4,novembro,28,Feminino,Luis Villanova,657,1,luis45@msn.com
1984,Trim 4,dezembro,25,Feminino,Rebeca Taylor,173,2,rebeca16@hotmail.com
1984,Trim 4,dezembro,30,Masculino,Caio Ferreira,55,0,caio55@icloud.com
1985,Trim 1,janeiro,4,Feminino,Fernanda Bhering,390,0,fernanda56@icloud.com.br
1985,Trim 1,janeiro,28,Feminino,Rachel Silva,327,0,rachel30@yahoo.com.br
1985,Trim 1,janeiro,29,Feminino,Samara Pinto,429,2,samara66@hotmail.com
1985,Trim 1,fevereiro,2,Feminino,Carolina Silva,512,2,carolina3@hotmail.com
1985,Trim 1,fevereiro,23,Masculino,Hiaiune Valim,639,0,hiaiune55@icloud.com
1985,Trim 1,fevereiro,24,Masculino,Luísa Fonseca,430,0,luísa38@outlook.com
1985,Trim 1,março,19,Feminino,Juliana Silva,90,2,juliana43@icloud.com
1985,Trim 1,março,30,Masculino,Jeferson Costa,593,4,jeferson37@msn.com
1985,Trim 2,abril,18,Masculino,Bernardo Soares,554,2,bernardo69@uol.com
1985,Trim 2,abril,21,Masculino,Pedro Dalforne,659,1,pedro18@outlook.com
1985,Trim 2,abril,28,Masculino,Luiz Mendonça,499,3,luiz36@yahoo.com.br
1985,Trim 2,maio,21,Masculino,José Carvalho,494,0,josé42@gmail.com
1985,Trim 2,maio,22,Masculino,Maike Pereira,816,0,maike18@msn.com
1985,Trim 2,junho,30,Masculino,Raphael Mattos,766,0,raphael60@uol.com
1985,Trim 3,julho,10,Feminino,Caroline Delgado,786,1,caroline38@yahoo.com
1985,Trim 3,julho,16,Masculino,Rodrigo Alves,517,2,rodrigo69@icloud.com.br
1985,Trim 3,julho,27,Feminino,Bianca Tatsch,318,0,bianca47@terra.com
1985,Trim 3,agosto,6,Feminino,Gabrielle Porto,206,4,gabrielle39@uol.com.br
1985,Trim 3,agosto,10,Feminino,Raissa Negrelli,11,2,raissa28@yahoo.com.br
1985,Trim 3,agosto,19,Feminino,Hanna Fonseca,524,4,hanna54@icloud.com.br
1985,Trim 3,setembro,4,Feminino,Bruna Chein,386,0,bruna18@outlook.com.br
1985,Trim 3,setembro,15,Feminino,Luis Oliveira,370,0,luis12@terra.com.br
1985,Trim 3,setembro,29,Masculino,Rafael Ramos,135,0,rafael47@icloud.com.br
1985,Trim 4,outubro,1,Masculino,Leandro Rodrigues,295,0,leandro34@live.com
1985,Trim 4,novembro,4,Feminino,Beatriz Rocha,157,2,beatriz7@outlook.com.br
1985,Trim 4,novembro,15,Feminino,Julia Aliani,269,3,julia46@icloud.com
1985,Trim 4,novembro,15,Feminino,Marina Mesquita,389,0,marina63@uol.com
1985,Trim 4,novembro,29,Masculino,Anderson Barreto,464,1,anderson60@outlook.com
1985,Trim 4,dezembro,12,Feminino,Larissa Vasconcellos,159,0,larissa51@outlook.com
1986,Trim 1,janeiro,12,Masculino,Anderson Cavalcanti,664,1,anderson70@msn.com
1986,Trim 1,janeiro,12,Masculino,Vinícius Antunes,656,2,vinícius66@icloud.com
1986,Trim 1,janeiro,19,Masculino,Juan Fernandes,231,2,juan63@live.com.br
1986,Trim 1,fevereiro,10,Masculino,Caio Cardoso,693,3,caio6@icloud.com.br
1986,Trim 1,março,5,Feminino,Raíssa Oros,435,4,raíssa14@gmail.com.br
1986,Trim 1,março,26,Masculino,Renan Nucci,347,0,renan15@gmail.com.br
1986,Trim 2,junho,2,Feminino,Camila Bastazini,263,0,camila63@icloud.com
1986,Trim 2,junho,6,Masculino,Lucas Rodrigues,332,3,lucas68@gmail.com
1986,Trim 2,junho,11,Masculino,Bruno Junger,810,5,bruno50@uol.com
1986,Trim 3,setembro,15,Feminino,Bianca Ferezin,443,0,bianca33@yahoo.com
1986,Trim 3,setembro,28,Feminino,Jessica Cordovil,245,3,jessica13@hotmail.com.br
1986,Trim 4,novembro,12,Masculino,Lucas Chagas,108,0,lucas9@outlook.com
1986,Trim 4,novembro,13,Masculino,Carlos Souza,236,1,carlos37@icloud.com.br
1986,Trim 4,novembro,20,Masculino,Bruno Ursulino,307,3,bruno38@hotmail.com
1986,Trim 4,dezembro,4,Masculino,Guilherme Marchesi,145,0,guilherme7@icloud.com.br
1986,Trim 4,dezembro,18,Masculino,Thiago Veiga,590,0,thiago70@live.com.br
1987,Trim 1,janeiro,20,Feminino,Fernanda Silva,268,0,fernanda27@terra.com
1987,Trim 1,janeiro,22,Feminino,Clara Silveira,651,0,clara34@uol.com
1987,Trim 1,janeiro,23,Feminino,Carolina Abrahão,256,0,carolina62@uol.com
1987,Trim 1,janeiro,30,Feminino,Beatriz Almeida,151,0,beatriz51@yahoo.com
1987,Trim 2,abril,16,Masculino,João Costa,560,2,joão28@outlook.com
1987,Trim 2,junho,12,Feminino,Rojane Lima,180,0,rojane64@terra.com
1987,Trim 3,julho,5,Feminino,Beatriz Cavalcanti,350,0,beatriz67@yahoo.com.br
1987,Trim 3,agosto,3,Masculino,Jackson Derossi,575,3,jackson38@live.com
1987,Trim 3,agosto,18,Feminino,Livia Corrêa,64,2,livia62@live.com.br
1987,Trim 3,setembro,12,Masculino,Lucas Destri,787,0,lucas68@hotmail.com
1987,Trim 4,outubro,26,Masculino,Audir Ladogano,662,0,audir28@hotmail.com
1987,Trim 4,novembro,13,Feminino,Luíza Garcia,599,0,luíza46@gmail.com.br
1987,Trim 4,novembro,28,Masculino,Carlos Mesquita,357,1,carlos70@live.com.br
1988,Trim 1,janeiro,25,Masculino,Daniel Felippe,343,0,daniel67@outlook.com
1988,Trim 1,fevereiro,1,Masculino,Pedro Pereira,562,0,pedro16@terra.com
1988,Trim 1,fevereiro,6,Masculino,Victor Lira,187,0,victor8@uol.com
1988,Trim 1,fevereiro,7,Masculino,Leandro Ferreira,274,0,leandro26@gmail.com
1988,Trim 1,fevereiro,23,Masculino,Bruno Souza,506,0,bruno57@outlook.com
1988,Trim 1,março,4,Masculino,Dykson Silva,710,0,dykson39@yahoo.com
1988,Trim 2,abril,8,Masculino,Lucas Fontoura,315,2,lucas59@hotmail.com.br
1988,Trim 2,abril,19,Masculino,Gustavo Thome,428,4,gustavo66@outlook.com.br
1988,Trim 2,maio,7,Feminino,Raissa Maia,168,0,raissa67@hotmail.com
1988,Trim 2,junho,22,Masculino,Diego Mello,669,0,diego66@icloud.com.br
1988,Trim 3,julho,13,Feminino,Thayane Resende,802,1,thayane57@gmail.com.br
1988,Trim 4,novembro,16,Feminino,Caroline Cavalcanti,467,0,caroline41@outlook.com
1988,Trim 4,novembro,18,Masculino,Gustavo Gomes,457,0,gustavo23@live.com
1988,Trim 4,dezembro,5,Feminino,Adriane Chagas,607,0,adriane18@terra.com.br
1988,Trim 4,dezembro,5,Masculino,Bruno Mota,292,4,bruno62@yahoo.com
1989,Trim 1,janeiro,28,Masculino,Marcelo Guadagnino,612,0,marcelo37@outlook.com
1989,Trim 1,fevereiro,23,Masculino,Eric Júnior,425,0,eric24@msn.com.br
1989,Trim 1,fevereiro,27,Masculino,Bruno Barcessat,88,0,bruno35@live.com
1989,Trim 1,março,28,Masculino,Silvio Provenzano,804,0,silvio42@hotmail.com
1989,Trim 2,abril,16,Masculino,Renan Nascimento,476,0,renan63@outlook.com.br
1989,Trim 2,maio,4,Masculino,Rilson Guedes,781,0,rilson9@yahoo.com.br
1989,Trim 2,maio,14,Masculino,Guilherme Jordao,296,2,guilherme11@hotmail.com.br
1989,Trim 2,maio,16,Feminino,Chan Santos,9,0,chan17@uol.com
1989,Trim 2,maio,26,Masculino,Diego Barros,580,0,diego14@hotmail.com
1989,Trim 2,maio,27,Feminino,Anna Figueiredo,319,0,anna58@gmail.com.br
1989,Trim 2,maio,31,Masculino,José Marques,793,2,josé63@live.com.br
1989,Trim 2,junho,11,Feminino,Carolina Carneiro,300,3,carolina47@yahoo.com
1989,Trim 2,junho,17,Masculino,Lucas Freitas,177,0,lucas38@hotmail.com
1989,Trim 3,julho,8,Feminino,Jessica Silva,813,0,jessica7@outlook.com.br
1989,Trim 3,julho,16,Masculino,Felipe Freitas,190,3,felipe9@icloud.com.br
1989,Trim 3,julho,31,Masculino,Renan Melo,186,3,renan46@live.com
1989,Trim 3,setembro,24,Feminino,Beatriz Li,351,1,beatriz45@hotmail.com
1989,Trim 4,outubro,25,Feminino,Isabel Mesquita,587,0,isabel53@msn.com.br
1989,Trim 4,outubro,28,Feminino,Izabel Fraga,778,0,izabel21@msn.com.br
1989,Trim 4,novembro,23,Masculino,Guilherme Monteiro,241,3,guilherme41@icloud.com.br
1989,Trim 4,novembro,29,Feminino,Gabrielle Costa,70,0,gabrielle4@yahoo.com
1989,Trim 4,dezembro,13,Feminino,Ives Pinheiro,738,0,ives43@yahoo.com
